color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Profit
Color,Colin Trevorrow,644.0,124.0,365.0,1000.0,Judy_Greer,3000.0,652177271.0,Bryce_Dallas_Howard,Jurassic World ,418214,8458,Omar_Sy,0.0,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,http://www.imdb.com/title/tt0369610/?ref_=fn_tt_tt_1,1290.0,English,USA,PG-13,150000000.0,2015.0,2000.0,7.0,2.0,150000,Jurassic_World,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,502177271.0
Color,Sam Mendes,750.0,143.0,0.0,393.0,Helen_McCrory,883.0,304360277.0,Albert_Finney,Skyfall ,522030,2039,Rory_Kinnear,0.0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,1498.0,English,UK,PG-13,200000000.0,2012.0,563.0,7.8,2.35,80000,Skyfall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104360277.0
Color,Shane Black,608.0,195.0,1000.0,3000.0,Jon_Favreau,21000.0,408992272.0,Robert_Downey_Jr.,Iron Man 3 ,557489,30426,Don_Cheadle,3.0,armor|explosion|human bomb|missile attack|terrorist,http://www.imdb.com/title/tt1300854/?ref_=fn_tt_tt_1,1187.0,English,USA,PG-13,200000000.0,2013.0,4000.0,7.2,2.35,95000,Iron_Man_3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,208992272.0
Color,Tim Burton,451.0,108.0,13000.0,11000.0,Alan_Rickman,40000.0,334185206.0,Johnny_Depp,Alice in Wonderland ,306320,79957,Anne_Hathaway,0.0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1,736.0,English,USA,PG,200000000.0,2010.0,25000.0,6.5,1.85,24000,Alice_in_Wonderland,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,134185206.0
Color,Dan Scanlon,376.0,104.0,37.0,760.0,Tyler_Labine,12000.0,268488329.0,Steve_Buscemi,Monsters University ,235025,14863,Sean_Hayes,0.0,cheating|fraternity|monster|singing in a car|university,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,265.0,English,USA,G,200000000.0,2013.0,779.0,7.3,1.85,44000,Monsters_University,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,68488329.0
Color,Michael Bay,378.0,165.0,0.0,808.0,Sophia_Myles,974.0,245428137.0,Bingbing_Li,Transformers: Age of Extinction ,242420,3988,Kelsey_Grammer,2.0,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,918.0,English,USA,PG-13,210000000.0,2014.0,956.0,5.7,2.35,56000,Transformers_Age_of_Extinction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35428137.0
Color,Sam Raimi,525.0,130.0,0.0,11000.0,Mila_Kunis,44000.0,234903076.0,Tim_Holmes,Oz the Great and Powerful ,175409,73441,James_Franco,4.0,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511.0,English,USA,PG,215000000.0,2013.0,15000.0,6.4,2.35,60000,Oz_the_Great_and_Powerful,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19903076.0
Color,Marc Webb,495.0,142.0,464.0,825.0,Andrew_Garfield,15000.0,202853933.0,Emma_Stone,The Amazing Spider-Man 2 ,321227,28631,B.J._Novak,0.0,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,1067.0,English,USA,PG-13,200000000.0,2014.0,10000.0,6.7,2.35,41000,The_Amazing_SpiderMan_2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2853933.0
Color,Joseph Kosinski,469.0,125.0,364.0,1000.0,Olivia_Wilde,12000.0,172051787.0,Jeff_Bridges,TRON: Legacy ,264183,25550,James_Frain,0.0,arcade|bridge|disappearance|escape|warrior,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665.0,English,USA,PG,170000000.0,2010.0,10000.0,6.8,2.35,30000,TRON_Legacy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2051787.0
Color,John Lasseter,304.0,106.0,487.0,776.0,Thomas_Kretschmann,1000.0,191450875.0,Joe_Mantegna,Cars 2 ,101178,4482,Eddie_Izzard,0.0,best friend|car race|conspiracy|gadget car|spy,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,283.0,English,USA,G,200000000.0,2011.0,919.0,6.3,2.35,10000,Cars_2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-8549125.0
Color,Martin Campbell,436.0,123.0,258.0,326.0,Temuera_Morrison,16000.0,116593191.0,Ryan_Reynolds,Green Lantern ,223393,17657,Taika_Waititi,2.0,autopsy|lantern|planet|ring|test pilot,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550.0,English,USA,PG-13,200000000.0,2011.0,368.0,5.6,2.35,24000,Green_Lantern,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-83406809.0
Color,Lee Unkrich,453.0,103.0,125.0,721.0,John_Ratzenberger,15000.0,414984497.0,Tom_Hanks,Toy Story 3 ,544884,19085,Don_Rickles,3.0,college|day care|escape|teddy bear|toy,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,733.0,English,USA,G,200000000.0,2010.0,1000.0,8.3,1.85,30000,Toy_Story_3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,214984497.0
Color,James Wan,424.0,140.0,0.0,14000.0,Paul_Walker,26000.0,350034110.0,Jason_Statham,Furious 7 ,278232,79150,Vin_Diesel,0.0,car falling off a cliff|hospital|revenge|star died before release|terrorist,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,657.0,English,USA,PG-13,190000000.0,2015.0,23000.0,7.2,2.35,94000,Furious_7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160034110.0
Color,Marc Forster,654.0,123.0,395.0,1000.0,Brad_Pitt,17000.0,202351611.0,Peter_Capaldi,World War Z ,465019,32392,Mireille_Enos,0.0,chaos|disease|infection|pandemic|zombie,http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1,995.0,English,USA,PG-13,190000000.0,2013.0,11000.0,7.0,2.35,129000,World_War_Z,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12351611.0
Color,Bryan Singer,539.0,149.0,0.0,20000.0,Peter_Dinklage,34000.0,233914986.0,Jennifer_Lawrence,X-Men: Days of Future Past ,514125,91434,Hugh_Jackman,7.0,dystopia|super strength|supernatural power|time paradox|time travel,http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1,752.0,English,USA,PG-13,200000000.0,2014.0,22000.0,8.0,2.35,82000,XMen_Days_of_Future_Past,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,33914986.0
Color,J.J. Abrams,590.0,132.0,14000.0,928.0,Bruce_Greenwood,19000.0,228756232.0,Benedict_Cumberbatch,Star Trek Into Darkness ,395573,21411,Noel_Clarke,0.0,admiral|captain|manhunt|mission|space,http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1,1171.0,English,USA,PG-13,190000000.0,2013.0,981.0,7.8,2.35,92000,Star_Trek_Into_Darkness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38756232.0
Color,Bryan Singer,338.0,114.0,0.0,140.0,Ewen_Bremner,979.0,65171860.0,Eddie_Marsan,Jack the Giant Slayer ,106416,1766,Ralph_Brown,1.0,bean|giant|king|no opening credits|princess,http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,195000000.0,2013.0,557.0,6.3,2.35,22000,Jack_the_Giant_Slayer,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-129828140.0
Color,Baz Luhrmann,490.0,143.0,1000.0,77.0,Elizabeth_Debicki,29000.0,144812796.0,Leonardo_DiCaprio,The Great Gatsby ,362912,29770,Steve_Bisley,4.0,ingratitude|mansion|party|title appears in writing|tragedy,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753.0,English,Australia,PG-13,105000000.0,2013.0,509.0,7.3,2.35,115000,The_Great_Gatsby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39812796.0
Color,Mike Newell,306.0,116.0,179.0,236.0,Richard_Coyle,15000.0,90755643.0,Jake_Gyllenhaal,Prince of Persia: The Sands of Time ,222403,16149,Reece_Ritchie,2.0,alamut|dagger|king|persia|princess,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,453.0,English,USA,PG-13,200000000.0,2010.0,567.0,6.6,2.35,23000,Prince_of_Persia_The_Sands_of_Time,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-109244357.0
Color,Guillermo del Toro,575.0,131.0,0.0,919.0,Clifton_Collins_Jr.,16000.0,101785482.0,Charlie_Hunnam,Pacific Rim ,381148,19166,Larry_Joe_Campbell,0.0,giant monster|kaiju|pilot|portal|robot,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106.0,English,USA,PG-13,190000000.0,2013.0,968.0,7.0,1.85,83000,Pacific_Rim,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-88214518.0
Color,Michael Bay,428.0,154.0,0.0,581.0,Lester_Speight,894.0,352358779.0,Glenn_Morshower,Transformers: Dark of the Moon ,326180,2593,Kevin_Dunn,2.0,autobot|decepticon|job interview|moon|spacecraft,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899.0,English,USA,PG-13,195000000.0,2011.0,829.0,6.3,2.35,46000,Transformers_Dark_of_the_Moon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,157358779.0
Color,Mark Andrews,488.0,93.0,56.0,838.0,John_Ratzenberger,2000.0,237282182.0,Kelly_Macdonald,Brave ,273556,5005,Julie_Walters,0.0,archery|coming of age|female warrior|princess|rebellious daughter,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1,428.0,English,USA,PG,185000000.0,2012.0,1000.0,7.2,2.35,39000,Brave,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,52282182.0
Color,Justin Lin,322.0,122.0,681.0,105.0,Melissa_Roxburgh,998.0,130468626.0,Sofia_Boutella,Star Trek Beyond ,53607,1327,Lydia_Wilson,4.0,hatred|sequel|space opera|star trek|third part,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,432.0,English,USA,PG-13,185000000.0,2016.0,119.0,7.5,2.35,30000,Star_Trek_Beyond,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-54531374.0
Color,Lana Wachowski,384.0,127.0,0.0,13000.0,Mila_Kunis,17000.0,47375327.0,Channing_Tatum,Jupiter Ascending ,139593,47334,Eddie_Redmayne,1.0,box office flop|critically bashed|planet earth|space opera|woman in bra and panties,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1,720.0,English,USA,PG-13,176000000.0,2015.0,15000.0,5.4,2.35,44000,Jupiter_Ascending,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-128624673.0
Color,David Yates,248.0,110.0,282.0,103.0,Alexander_Skarsgård,11000.0,124051759.0,Christoph_Waltz,The Legend of Tarzan ,42372,21175,Casper_Crump,2.0,africa|capture|jungle|male objectification|tarzan,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000,The_Legend_of_Tarzan,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-55948241.0
Color,Bryan Singer,396.0,144.0,0.0,1000.0,Michael_Fassbender,34000.0,154985087.0,Jennifer_Lawrence,X-Men: Apocalypse ,148379,49684,Tye_Sheridan,6.0,mutant|superhero|superhero team|x men|year 1983,http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622.0,English,USA,PG-13,178000000.0,2016.0,13000.0,7.3,2.35,54000,XMen_Apocalypse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-23014913.0
Color,Martin Scorsese,682.0,126.0,17000.0,1000.0,Christopher_Lee,17000.0,73820094.0,Chloë_Grace_Moretz,Hugo ,245333,36017,Ray_Winstone,0.0,automaton|mechanical|railway station|steampunk|train,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678.0,English,USA,PG,170000000.0,2011.0,16000.0,7.5,1.85,42000,Hugo,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-96179906.0
Color,David Ayer,418.0,123.0,452.0,329.0,Robin_Atkin_Downes,10000.0,161087183.0,Will_Smith,Suicide Squad ,118992,11287,Ike_Barinholtz,8.0,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,971.0,English,USA,PG-13,175000000.0,2016.0,336.0,6.9,2.35,80000,Suicide_Squad,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-13912817.0
Color,Doug Liman,585.0,113.0,218.0,509.0,Lara_Pulver,10000.0,100189501.0,Tom_Cruise,Edge of Tomorrow ,431620,12652,Noah_Taylor,1.0,alien|combat|dying repeatedly|end of the world|time loop,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741.0,English,USA,PG-13,178000000.0,2014.0,854.0,7.9,2.35,77000,Edge_of_Tomorrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-77810499.0
Color,Pete Docter,536.0,95.0,0.0,384.0,Mindy_Kaling,1000.0,356454367.0,Amy_Poehler,Inside Out ,345198,2944,Phyllis_Smith,1.0,anger|joy|memory|running away|sadness,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,773.0,English,USA,PG,175000000.0,2015.0,767.0,8.3,1.85,118000,Inside_Out,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,181454367.0
Color,Jon Favreau,370.0,106.0,4000.0,591.0,Bill_Murray,19000.0,362645141.0,Scarlett_Johansson,The Jungle Book ,106072,32921,Garry_Shandling,0.0,fire|jungle|remake|tiger|wolf,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398.0,English,UK,PG,175000000.0,2016.0,13000.0,7.8,1.85,65000,The_Jungle_Book,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,187645141.0
Color,Jon Favreau,453.0,124.0,4000.0,4000.0,Scarlett_Johansson,21000.0,312057433.0,Robert_Downey_Jr.,Iron Man 2 ,522371,48638,Jon_Favreau,4.0,hammer|military|monaco|revenge|tony stark,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723.0,English,USA,PG-13,200000000.0,2010.0,19000.0,7.0,2.35,18000,Iron_Man_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112057433.0
Color,Rupert Sanders,416.0,132.0,274.0,11000.0,Kristen_Stewart,26000.0,155111815.0,Chris_Hemsworth,Snow White and the Huntsman ,228554,72881,Sam_Claflin,0.0,evil queen|fairy tale|magic|queen|snow white,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,710.0,English,USA,PG-13,170000000.0,2012.0,17000.0,6.1,2.35,53000,Snow_White_and_the_Huntsman,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-14888185.0
Color,Robert Stromberg,401.0,97.0,171.0,846.0,Sharlto_Copley,11000.0,241407328.0,Angelina_Jolie_Pitt,Maleficent ,252257,15516,Sam_Riley,2.0,curse|dark fantasy|fairy|king|kingdom,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634.0,English,USA,PG,180000000.0,2014.0,2000.0,7.0,2.35,89000,Maleficent,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,61407328.0
Color,Matt Reeves,521.0,130.0,198.0,884.0,Judy_Greer,10000.0,208543795.0,Gary_Oldman,Dawn of the Planet of the Apes ,317542,14363,Kodi_Smit-McPhee,0.0,ape|dam|leader|post apocalypse|sequel,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620.0,English,USA,PG-13,170000000.0,2014.0,2000.0,7.6,1.85,45000,Dawn_of_the_Planet_of_the_Apes,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38543795.0
Color,Carl Rinsch,218.0,128.0,47.0,982.0,Cary-Hiroyuki_Tagawa,18000.0,38297305.0,Keanu_Reeves,47 Ronin ,116994,20965,Jin_Akanishi,2.0,box office flop|ronin|samurai|shogun|tournament,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324.0,English,USA,PG-13,175000000.0,2013.0,1000.0,6.3,2.35,35000,47_Ronin,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-136702695.0
Color,Anthony Russo,576.0,136.0,94.0,2000.0,Chris_Evans,19000.0,259746958.0,Scarlett_Johansson,Captain America: The Winter Soldier ,496749,36188,Hayley_Atwell,1.0,conspiracy|heroism|megalomaniac|super soldier|world domination,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,742.0,English,USA,PG-13,170000000.0,2014.0,11000.0,7.8,2.35,55000,Captain_America_The_Winter_Soldier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89746958.0
